country_name,country_code,region,income_group,indicator_name,indicator_code,year,inflation_rate
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1977,11.2657936370698
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1978,8.93375884095014
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1979,11.3459931948849
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1980,16.7531356897102
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1981,12.9746974698193
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1982,10.2588088556284
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1983,10.6719367588934
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1984,10.45503482319
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1985,8.50837434391595
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1986,9.32546190007652
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1987,8.43173982070687
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1988,8.98300338208989
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1989,9.57738525806132
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1990,11.0249259531024
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1991,13.2242657726507
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1992,10.0561167448841
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1993,10.5178384472896
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1994,13.3952506595033
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1995,10.512546081579
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1996,9.22046662376986
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1997,7.12532722513057
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1998,7.67322895675083
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1999,4.86192267490097
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2000,4.19928825622809
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2001,5.25305303386298
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2002,4.26870932309104
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2003,4.7215533660534
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2004,4.68840884843143
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2005,5.0427948597843
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2006,5.5649377040842
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2007,6.17780683499409
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2008,10.1547846489023
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2009,3.9447591085764
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2010,4.15672722680174
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2011,5.801455370853
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2012,4.54176967761133
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2013,4.47062514321324
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2014,3.53436856147324
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2015,3.12900274473925
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2016,2.72461223295289
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2017,3.39697584895255
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2018,3.24056932930569
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2019,2.67599202639893
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2020,2.65664643301128
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2021,4.08852737513983
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2022,8.27328940087841
 INGRESO MEDIANO,MIC,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2023,5.93947798773215
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1960,0.0
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1961,0.0
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1962,0.0
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1963,0.0
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1964,0.0
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1965,0.0
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1966,0.0
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1967,0.0
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1968,0.0
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1969,0.0
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1970,0.0
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1971,0.0
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1972,0.0
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1973,0.0
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1974,0.0
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1975,18.3117857539904
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1976,11.5448806519836
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1977,14.8900665023223
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1978,11.4594294425385
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1979,13.6746254544361
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1980,13.6019828289492
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1981,12.2903278605959
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1982,12.0998414518035
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1983,11.4826535601296
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1984,11.1169312857885
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1985,9.40690750687272
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1986,6.85934422794885
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1987,7.63279008878104
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1988,8.35167956821219
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1989,8.0461586348732
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1990,7.5448610969945
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1991,8.93430656934288
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1992,9.48654250617163
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1993,9.52484537019695
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1994,27.4479807126946
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1995,11.425939964662
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1996,7.19164660433344
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1997,7.6471743331001
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1998,6.43573287560781
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1999,4.35643374510453
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2000,4.50078856262104
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2001,5.14746800222618
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2002,4.70579123746034
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2003,5.67941771099112
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2004,4.13663213144748
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2005,6.42755278070092
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2006,6.53784395299604
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2007,6.78669789038244
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2008,10.378524478798
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2009,5.00627361534043
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2010,4.03314138974316
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2011,5.36621092948079
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2012,6.58183105075141
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2013,4.88516387595471
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2014,4.40225309243427
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2015,3.55075967356746
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2016,5.43051966119156
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2017,5.19698185340168
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2018,4.09297819300634
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2019,2.83514555687503
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2020,3.48393567493209
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2021,4.61167217803206
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2022,9.39383877456591
AFRICA AL SUR DEL SAHARA,SSF,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,2023,6.69759990789848
AFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),TSS,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1960,0.0
AFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),TSS,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1961,0.0
AFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),TSS,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1962,0.0
AFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),TSS,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1963,0.0
AFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),TSS,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1964,0.0
AFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),TSS,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1965,0.0
AFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),TSS,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1966,0.0
AFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),TSS,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1967,0.0
AFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),TSS,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1968,0.0
AFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),TSS,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1969,0.0
AFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),TSS,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1970,0.0
AFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),TSS,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1971,0.0
AFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),TSS,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1972,0.0
AFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),TSS,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1973,0.0
AFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),TSS,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1974,0.0
AFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),TSS,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1975,18.3117857539904
AFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),TSS,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1976,11.5448806519836
AFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),TSS,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1977,14.8900665023223
AFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),TSS,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1978,11.4594294425385
AFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),TSS,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1979,13.6746254544361
AFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),TSS,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1980,13.6019828289492
AFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),TSS,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1981,12.2903278605959
AFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),TSS,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1982,12.0998414518035
AFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),TSS,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1983,11.4826535601296
AFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),TSS,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1984,11.1169312857885
AFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),TSS,,AGREGADOS,"INFLACION, PRECIOS AL CONSUMIDOR (% ANUAL)",FP.CPI.TOTL.ZG,1985,9.40690750687272
